"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Health_Stuff/HealthBar/M_StackedProgressBar.M_StackedProgressBar","0","15","15","1","3.228251","0","15"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","0","240","63","4","84.990112","0","1388"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_RDS_Master.M_RDS_Master","0","16","16","2","8.801788","0","22"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Scope_Lens_MASTER.M_Scope_Lens_MASTER","0","61","12","2","108.361908","0","283"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","144","16","2","43.640259","0","831"
"/Game/PolygonSciFiSpace/Materials/MAT_PolygonSciFiSpace_01_A.MAT_PolygonSciFiSpace_01_A","0","45","4","1","23.849318","0","206"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/PolygonSciFiSpace/Materials/MAT_PolygonSciFiSpace_Signs_01_A.MAT_PolygonSciFiSpace_Signs_01_A","0","21","10","1","14.442805","0","57"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/PolygonSciFiSpace/Materials/Misc/MAT_PolygonSciFiSpace_Energy.MAT_PolygonSciFiSpace_Energy","0","40","5","1","27.862040","0","155"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Skybox.MAT_FX_Skybox","0","7","8","1","3.196943","0","11"
"/Game/PolygonSciFiSpace/Materials/Misc/MAT_PolygonSciFiSpace_Hud.MAT_PolygonSciFiSpace_Hud","0","40","1","1","30.526222","0","148"
"/Game/PolygonSciFiSpace/Materials/Base/MAT_PolygonSciFiSpace_Planets_Lines.MAT_PolygonSciFiSpace_Planets_Lines","0","21","2","1","18.273499","0","58"
"/Game/PolygonSciFiSpace/Materials/Base/MAT_PolygonSciFiSpace_Space_Planets.MAT_PolygonSciFiSpace_Space_Planets","0","21","4","1","15.931345","0","56"
"/Game/PolygonSciFiSpace/Materials/Misc/MAT_PolygonSciFiSpace_Glass_01.MAT_PolygonSciFiSpace_Glass_01","0","42","6","1","75.151802","0","162"
"/Game/PolygonSciFiSpace/Materials/Misc/MAT_PolygonSciFiSpace_Hud_Glass.MAT_PolygonSciFiSpace_Hud_Glass","0","40","6","1","25.765823","0","158"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/PolygonSciFiSpace/Materials/MAT_PolygonSciFiSpace_Station.MAT_PolygonSciFiSpace_Station","0","21","7","1","13.388794","0","59"
"/Game/PolygonSciFiSpace/Materials/MAT_PolygonSciFiSpace_Ship.MAT_PolygonSciFiSpace_Ship","0","21","8","1","12.140708","0","60"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Warptunnel_Mat.MAT_FX_Warptunnel_Mat","0","40","8","1","14.404243","0","164"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Fire_Mat.MAT_FX_Fire_Mat","0","32","10","1","12.484982","0","114"
"/Engine/EngineMaterials/EmissiveTexturedMaterial.EmissiveTexturedMaterial","0","0","4","1","0.000000","0","0"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_SpaceClouds_Mat.MAT_FX_SpaceClouds_Mat","0","24","4","1","9.611963","0","62"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Laser.MAT_FX_Laser","0","32","6","1","13.526591","0","106"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Explosion_Cloud_Mat.MAT_FX_Explosion_Cloud_Mat","0","32","8","1","12.932738","0","110"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Booster_Mat.MAT_FX_Booster_Mat","0","72","10","1","44.032242","0","414"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Planet_Rings.MAT_FX_Planet_Rings","0","10","10","1","3.783867","0","10"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/RDS/M_RDS_Glass.M_RDS_Glass","0","42","2","1","107.769089","0","245"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/PolygonSciFiSpace/Materials/Misc/MAT_PolygonSciFiSpace_Glass_CockpitInterior.MAT_PolygonSciFiSpace_Glass_CockpitInterior","0","28","10","1","12.244908","0","76"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Spark_Mat.MAT_FX_Spark_Mat","0","12","12","1","4.004433","0","14"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Smoke_Mat.MAT_FX_Smoke_Mat","0","32","4","1","7.656663","0","102"
"/Game/PolygonSciFiSpace/Materials/FX_Materials/MAT_FX_Default_Mat.MAT_FX_Default_Mat","0","56","10","1","18.785498","0","252"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_Triplanar_Dirty.MAT_PolygonSciFiSpace_Triplanar_Dirty","0","12","12","1","4.275962","0","14"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_04_F.MAT_PolygonSciFiSpace_04_F","0","12","12","1","4.804870","0","16"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_04_E.MAT_PolygonSciFiSpace_04_E","0","12","12","1","4.687440","0","18"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_04_D.MAT_PolygonSciFiSpace_04_D","0","12","12","1","4.188787","0","20"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_04_C.MAT_PolygonSciFiSpace_04_C","0","12","12","1","4.189737","0","22"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_04_B.MAT_PolygonSciFiSpace_04_B","0","12","12","1","4.147421","0","14"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_04_A.MAT_PolygonSciFiSpace_04_A","0","12","12","1","3.929756","0","16"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_03_F.MAT_PolygonSciFiSpace_03_F","0","12","12","1","3.933376","0","18"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_03_E.MAT_PolygonSciFiSpace_03_E","0","12","12","1","3.925096","0","20"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_03_D.MAT_PolygonSciFiSpace_03_D","0","12","12","1","4.126120","0","22"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_03_C.MAT_PolygonSciFiSpace_03_C","0","12","12","1","4.107404","0","14"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_03_B.MAT_PolygonSciFiSpace_03_B","0","12","12","1","4.197463","0","16"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_03_A.MAT_PolygonSciFiSpace_03_A","0","12","12","1","4.200965","0","18"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_02_F.MAT_PolygonSciFiSpace_02_F","0","12","12","1","4.387739","0","20"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_02_E.MAT_PolygonSciFiSpace_02_E","0","12","12","1","8.959087","0","22"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_02_D.MAT_PolygonSciFiSpace_02_D","0","12","12","1","9.999595","0","14"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_02_C.MAT_PolygonSciFiSpace_02_C","0","12","12","1","6.963293","0","16"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_02_B.MAT_PolygonSciFiSpace_02_B","0","12","12","1","5.585687","0","18"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_02_A.MAT_PolygonSciFiSpace_02_A","0","12","12","1","7.548886","0","20"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_01_F.MAT_PolygonSciFiSpace_01_F","0","12","12","1","7.912740","0","22"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_01_E.MAT_PolygonSciFiSpace_01_E","0","12","12","1","7.765336","0","14"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_01_D.MAT_PolygonSciFiSpace_01_D","0","12","12","1","7.312242","0","16"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_01_C.MAT_PolygonSciFiSpace_01_C","0","12","12","1","7.754755","0","18"
"/Game/PolygonSciFiSpace/Materials/Alternates/MAT_PolygonSciFiSpace_01_B.MAT_PolygonSciFiSpace_01_B","0","12","12","1","7.835729","0","20"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Game/Gun/tracerround_material.tracerround_material","0","24","2","1","12.238203","0","82"
"/Game/Gun/muzzleflash_material.muzzleflash_material","0","34","7","1","17.971359","0","117"
"/Game/Gun/DirtParticle.DirtParticle","0","84","10","1","64.645828","0","518"
